Date,Close,High,Low,Open,Volume
2017-04-11,2792.434326171875,2816.4380596346705,2760.429348221481,2800.4355706594733,88702000
2017-04-12,2824.439453125,2832.4406980347026,2788.4338510313387,2792.4344734861897,56825500
2017-04-13,2776.43115234375,2832.4398499414624,2752.4274248018733,2832.4398499414624,52786000
2017-04-17,2728.86767578125,2797.391679456702,2692.5902620707166,2797.391679456702,93984000
2017-04-18,2728.86767578125,2749.021794509324,2716.7752045444054,2736.92932327248,102219500
2017-04-19,2728.86767578125,2728.86767578125,2728.86767578125,2728.86767578125,0
2017-04-20,2793.361572265625,2845.762294400478,2761.1149740287924,2773.2074483676047,146846500
2017-04-21,2817.545654296875,2821.5764778366415,2744.9908305810754,2753.052477660609,86655500
2017-04-25,2805.453857421875,2845.762102499775,2789.330559390715,2845.762102499775,111180500
2017-04-26,2902.193603515625,2902.193603515625,2789.330518934462,2845.7620612250435,82166000
2017-04-27,2825.60791015625,2841.731207789096,2805.4537881151928,2805.4537881151928,68316500
2017-04-28,2861.885009765625,2865.9158337230415,2825.607594148878,2825.607594148878,68971000
2017-05-02,2886.0703125,2894.1319614175977,2861.885365747207,2861.885365747207,138473000
2017-05-03,2861.885009765625,2878.0083055952905,2861.885009765625,2869.946657680458,43521500
2017-05-04,2873.977783203125,2902.193553865708,2865.916134442387,2869.9469588227557,123050500
2017-05-05,2865.916015625,2873.977664051512,2833.669421918952,2861.885191411744,33583500
2017-05-08,2894.13134765625,2926.3779364880747,2873.97722963636,2882.038876844316,64042500
2017-05-09,2902.193603515625,2958.6251458062065,2878.0086568196616,2950.5634969075522,50148500
2017-05-10,2890.100830078125,2914.2857742628794,2861.885061862579,2861.885061862579,78922000
2017-05-12,2902.193603515625,2990.8717414008247,2878.0086568196616,2986.8409169514975,141996500
2017-05-15,2942.501953125,2942.501953125,2902.193707191781,2902.193707191781,41290500
2017-05-16,2805.453857421875,2894.1319965932557,2777.2380858673446,2886.070347577676,237774500
2017-05-17,2732.8984375,2809.4840869284662,2728.8676138458704,2805.453263274336,166786000
2017-05-18,2805.453857421875,2813.515506437455,2708.7140692349135,2708.7140692349135,203136500
2017-05-19,2886.0703125,2914.2860837115923,2757.083929818436,2805.4538233240223,182948000
2017-05-22,2845.76220703125,2942.5019987716887,2809.4847851285854,2926.3787001482824,81751500
2017-05-23,2853.823486328125,2861.8851345945886,2793.3611243296477,2845.7618380616614,87609500
2017-05-24,2817.545654296875,2817.545654296875,2801.4223601378085,2813.5148307571085,97663500
2017-05-26,2833.669189453125,2857.8541327486,2813.5150700402296,2821.576717805388,126066500
2017-05-29,2865.916015625,2894.131785117792,2825.60777349244,2849.792718771976,103340500
2017-05-30,2837.69970703125,2869.9462946111503,2837.69970703125,2853.8230008212004,56862000
2017-05-31,2765.1455078125,2845.7619949207365,2765.1455078125,2837.700346209913,1062861500
2017-06-01,2765.1455078125,2765.1455078125,2765.1455078125,2765.1455078125,0
2017-06-02,2829.637939453125,2845.7612325554223,2793.360529972957,2809.483823075254,241656500
2017-06-05,2857.85400390625,2873.9772987096703,2817.545766897699,2869.946475008815,102575000
2017-06-06,2829.637939453125,2849.7920558309966,2821.5762929019766,2821.5762929019766,87003500
2017-06-07,2869.94677734375,2878.0084255947154,2837.7001843398875,2845.761832590853,74324000
2017-06-08,2890.100830078125,2910.254950232087,2878.0083579857483,2878.0083579857483,92743000
2017-06-09,2853.823486328125,2918.316672459834,2825.6077173955023,2918.316672459834,101066500
2017-06-12,2861.885009765625,2886.0699535101235,2837.700066021127,2853.8233618507925,38489500
2017-06-13,2882.038818359375,2894.131288925918,2857.8538772262896,2861.88470074847,49797000
2017-06-14,2898.162109375,2898.162109375,2853.823050678025,2853.823050678025,79121500
2017-06-15,2910.254638671875,2918.316285870412,2882.0388734769954,2902.1929914733378,116159000
2017-06-16,2869.94677734375,2926.378315100509,2869.94677734375,2926.378315100509,607322000
2017-06-19,2890.100830078125,2910.254950232087,2882.0391820165405,2902.193302170502,56511500
2017-06-20,2918.31640625,2930.408877546616,2890.1006398912295,2890.1006398912295,87824500
2017-06-21,2934.43994140625,2938.4707655015886,2910.2549968342205,2918.3166450248973,68809000
2017-06-22,2926.37841796875,2954.594187838972,2898.162648098528,2942.5017150374483,82107500
2017-06-23,2926.37841796875,2926.37841796875,2926.37841796875,2926.37841796875,0
2017-06-26,2926.37841796875,2926.37841796875,2926.37841796875,2926.37841796875,0
2017-06-27,2926.37841796875,2926.37841796875,2926.37841796875,2926.37841796875,0
2017-06-28,2926.37841796875,2926.37841796875,2926.37841796875,2926.37841796875,0
2017-06-29,2926.37841796875,2926.37841796875,2926.37841796875,2926.37841796875,0
2017-06-30,2926.37841796875,2926.37841796875,2926.37841796875,2926.37841796875,0
2017-07-03,2982.81005859375,2982.81005859375,2914.286043734164,2966.68676097973,213038500
2017-07-04,2990.87109375,3019.086858785377,2970.7169758675873,2982.809446597035,64599000
2017-07-05,2958.624755859375,3011.025466794214,2950.5631080232456,2990.871347203891,56981000
2017-07-06,2938.470458984375,2958.6245773587534,2918.3163406099966,2934.4396353094994,89306500
2017-07-07,2982.81005859375,2990.8717074007604,2954.5942877692146,2958.6251121727196,82260000
2017-07-10,2950.563232421875,3006.9947696539875,2942.501584245859,2982.8098251259394,40506000
2017-07-11,2954.5947265625,2974.748851573158,2942.502251556105,2954.5947265625,61603500
2017-07-12,2970.717041015625,2978.7786883453828,2918.316333372202,2934.4396280317164,89196500
2017-07-13,2982.81005859375,2986.840882997255,2946.5326389622046,2982.81005859375,64456000
2017-07-14,2966.68603515625,2990.870975660241,2950.5627414869223,2990.870975660241,41700000
2017-07-17,2950.563232421875,2966.686528773907,2942.501584245859,2942.501584245859,61702000
2017-07-18,2958.624755859375,2958.624755859375,2930.408988432923,2934.4398123509877,39056500
2017-07-19,2978.77880859375,2978.77880859375,2950.5630418005753,2958.624689455768,45057500
2017-07-20,2974.747802734375,2982.809449896257,2958.6245084106117,2978.778626315316,59790000
2017-07-21,2938.470458984375,2978.778695733132,2938.470458984375,2974.7478720582562,25438500
2017-07-24,2994.90234375,3002.9639920508075,2934.4399814939434,2958.624926396366,91781000
2017-07-25,2994.90234375,3011.025640351615,2966.6865746971735,3006.994816201211,64479500
2017-07-26,3027.148681640625,3047.302800692826,2990.8712673466625,3006.9945625884234,118081000
2017-07-27,3031.179931640625,3039.2415803949884,3015.056634131898,3027.149107263443,63409500
2017-07-28,3031.179931640625,3063.4265266580783,3015.056634131898,3063.4265266580783,84735000
2017-07-31,3015.056884765625,3035.2110083268926,2994.902761204358,2998.9335859166113,65311000
2017-08-01,3051.333740234375,3059.3953881610178,3019.087148527803,3043.272092307732,88810000
2017-08-02,3051.333740234375,3059.3953881610178,3035.210444381089,3051.333740234375,62681500
2017-08-03,3023.117919921875,3071.487806640625,2990.8713287760415,3071.487806640625,43917500
2017-08-04,2994.90234375,3023.118112802826,2990.871519599596,3023.118112802826,70007000
2017-08-07,3002.9638671875,3023.1179871015097,2994.902219221896,3023.1179871015097,57609000
2017-08-08,3063.42626953125,3071.487917608964,3015.056381064967,3015.056381064967,58013000
2017-08-09,3059.3955078125,3067.4571560544305,3023.1180907238145,3067.4571560544305,62335500
2017-08-10,3035.211181640625,3071.4886061223856,3019.087881870954,3071.4886061223856,38466500
2017-08-11,3011.025634765625,3035.2105796231804,2994.9023381939214,3019.087283051477,68837000
2017-08-14,3023.117919921875,3035.2103916015626,3006.9946243489585,3011.0254482421874,32254000
2017-08-15,3011.025634765625,3031.1797554802542,2982.809865765144,3015.0564589085507,42814000
2017-08-16,3047.302490234375,3051.333313634156,3006.994256236566,3019.0867264359085,54188500
2017-08-17,3047.302490234375,3047.302490234375,3047.302490234375,3047.302490234375,0
2017-08-18,3015.056884765625,3047.3034824636534,3002.9644106288647,3023.1185341901323,54443500
2017-08-21,3031.179931640625,3035.2107560178065,3015.056634131898,3031.179931640625,20734000
2017-08-22,3031.179931640625,3043.27240477217,3031.179931640625,3031.179931640625,35817000
2017-08-23,3087.61083984375,3087.61083984375,3039.2409572352317,3047.3026043366517,48576500
2017-08-24,3055.364501953125,3087.611093002762,3043.272030309511,3087.611093002762,57641000
2017-08-25,3079.549560546875,3095.6728566753927,3059.395440386228,3079.549560546875,43855500
2017-08-28,3075.518798828125,3079.5496229419236,3043.2722059177386,3047.3030300315368,28840500
2017-08-29,3075.518798828125,3075.518798828125,3047.3030300315368,3071.487974714327,32155000
2017-08-30,3079.549560546875,3095.6728566753927,3051.333792321969,3095.6728566753927,42254000
2017-08-31,3055.364501953125,3095.6727407651715,3055.364501953125,3055.364501953125,65610500
2017-09-01,3055.364501953125,3055.364501953125,3055.364501953125,3055.364501953125,0
2017-09-04,3043.272216796875,3063.4263374379143,3015.0564478994206,3059.395513309706,37213500
2017-09-05,3063.42626953125,3063.42626953125,3011.02555702611,3063.42626953125,73701500
2017-09-06,3047.302490234375,3067.4566072332796,3031.1791966352516,3063.425783833499,59771000
2017-09-07,3055.364501953125,3079.5494452403527,3023.117910903488,3079.5494452403527,44964000
2017-09-08,3039.2412109375,3067.4569781477953,3015.05626761439,3019.087091501575,51583000
2017-09-11,3047.302490234375,3067.4566072332796,3047.302490234375,3059.394960433718,36496500
2017-09-12,3067.45703125,3079.5495031208934,3051.333735422142,3055.3645593791066,52225000
2017-09-13,3071.488037109375,3083.5805096964195,3039.2414435439223,3039.2414435439223,29835000
2017-09-14,3079.549560546875,3087.611208611134,3071.487912482616,3083.580384579004,37754000
2017-09-15,3043.272216796875,3067.457161566122,3035.2105685404595,3063.4263374379143,163473500
2017-09-18,3059.3955078125,3063.426331933465,3035.2105630867095,3063.426331933465,30903500
2017-09-19,3075.518798828125,3091.6420952833187,3035.2105576901417,3039.2413818039404,59579500
2017-09-20,3071.488037109375,3079.549685500738,3059.39556452233,3079.549685500738,76382000
2017-09-21,3071.488037109375,3071.488037109375,3071.488037109375,3071.488037109375,0
2017-09-22,3204.505615234375,3220.628913927378,3067.4575763438484,3079.550050363601,125871000
2017-09-25,3172.2587890625,3192.4129109752225,3164.1971402974114,3184.3512622101334,97549500
2017-09-26,3168.227294921875,3188.3814125740496,3160.1656478610053,3172.25811845231,99934500
2017-09-27,3184.35107421875,3192.4127225079114,3168.2277776404276,3192.4127225079114,122173500
2017-09-28,3196.44287109375,3200.473694386428,3168.227108045003,3196.44287109375,101703500
2017-09-29,3273.029296875,3285.1217696467056,3196.443635987531,3220.628581530942,188602500
2017-10-02,3277.06005859375,3321.3991245771836,3260.936761872502,3313.337476216559,52865500
2017-10-03,3281.090576171875,3305.2755189937807,3256.9056333499693,3277.059752368224,48209500
2017-10-04,3277.06005859375,3313.337476216559,3268.998410233126,3313.337476216559,101610500
2017-10-05,3268.998046875,3277.05969433955,3236.7514570168,3277.05969433955,120569000
2017-10-06,3297.214111328125,3309.3065836190594,3240.782573970431,3264.9675185522997,100290500
2017-10-09,3281.090576171875,3289.152223779177,3264.967280957271,3273.028928564573,65156500
2017-10-10,3285.122314453125,3289.1531393788346,3256.9065399731594,3256.9065399731594,55606000
2017-10-11,3285.122314453125,3293.1839643045437,3256.9065399731594,3256.9065399731594,67298000
2017-10-12,3353.645751953125,3357.6765761742226,3285.1217401944673,3285.1217401944673,103676500
2017-10-13,3333.49169921875,3377.830766560233,3313.3375776998946,3353.645820737606,55690000
2017-10-16,3341.552978515625,3393.953688673289,3333.4913307990614,3353.6454500904706,54328000
2017-10-17,3305.275634765625,3345.5838742139863,3232.7208037585747,3345.5838742139863,115934500
2017-10-18,3256.90576171875,3337.522240969214,3236.751641906134,3337.522240969214,124576000
2017-10-19,3277.06005859375,3281.0908827740623,3248.8442893315655,3256.9059376921896,68639000
2017-10-20,3281.090576171875,3377.8303474594977,3281.090576171875,3305.2755189937807,60758000
2017-10-23,3385.891845703125,3446.3542000906805,3329.460314941406,3329.460314941406,62843500
2017-10-24,3321.399169921875,3426.200600040769,3321.399169921875,3385.8923576873485,65380000
2017-10-25,3393.9541015625,3393.9541015625,3289.1526684976247,3321.399263286817,69421500
2017-10-26,3349.614990234375,3385.892408901173,3321.399220160198,3353.6458145306856,41336000
2017-10-27,3273.029296875,3345.5841335052337,3256.905999846059,3345.5841335052337,101701000
2017-10-30,3293.183349609375,3301.244997956032,3273.0292287427324,3277.060052916061,55210500
2017-10-31,3369.76904296875,3373.7998671828273,3309.306679757588,3357.6765703265173,78009000
2017-11-01,3438.29296875,3446.354616976846,3385.892255275498,3385.892255275498,103776500
2017-11-02,3462.478515625,3486.663464511787,3450.3860411816067,3466.5093404394647,95839000
2017-11-03,3389.923095703125,3466.5087542267393,3337.522381976442,3466.5087542267393,70070000
2017-11-06,3385.891845703125,3418.138434709821,3385.891845703125,3418.138434709821,38234000
2017-11-07,3393.9541015625,3397.984925911149,3345.5842093787114,3361.7075067733076,49234500
2017-11-08,3353.645751953125,3406.0464668273926,3353.645751953125,3369.769048837515,61518000
2017-11-09,3353.645751953125,3393.9539941641,3349.6149277320274,3377.83069727971,51541000
2017-11-10,3329.460693359375,3369.7689341990767,3321.3990451914347,3353.645637863196,79178500
2017-11-13,3301.24462890625,3337.5220424107147,3289.1521577380954,3309.306276351687,56963000
2017-11-14,3301.24462890625,3313.337100074405,3293.1829814608136,3305.2754526289687,54986000
2017-11-15,3389.923095703125,3410.077216367234,3305.2757889138675,3321.399085445155,94253500
2017-11-16,3389.923095703125,3418.138864632878,3377.8306233046596,3418.138864632878,61512500
2017-11-17,3414.107177734375,3418.1380008485835,3357.67565413546,3410.076354620167,126881500
2017-11-20,3389.923095703125,3430.231337031343,3389.923095703125,3414.1080405000557,90902500
2017-11-21,3406.046142578125,3422.1694379276073,3365.7379042044195,3422.1694379276073,63695000
2017-11-22,3414.107177734375,3422.1688239627915,3385.8914159349174,3385.8914159349174,86719000
2017-11-23,3385.891845703125,3426.2000819614955,3361.7069039481025,3426.2000819614955,66003500
2017-11-24,3385.891845703125,3393.953492954799,3349.6144330705915,3365.7377275739395,60888000
2017-11-27,3434.261962890625,3434.261962890625,3357.676308788604,3357.676308788604,78146500
2017-11-28,3434.261962890625,3434.261962890625,3393.9537238895614,3434.261962890625,77432000
2017-11-29,3426.97900390625,3451.2551243589505,3386.5188031517487,3447.2091042835004,103370500
2017-11-30,3293.46044921875,3447.2092171183967,3293.46044921875,3447.2092171183967,205897500
